State_Name,County,Type,ALand,Median
Indiana,Adams County,Track,160583946,300000
Indiana,Adams County,Track,20770452,57619
Indiana,Adams County,Track,7023591,300000
Indiana,Adams County,Track,7664474,25976
Indiana,Adams County,Track,7305379,300000
Indiana,Adams County,Track,6541959,300000
Indiana,Adams County,Track,27757198,129750
Indiana,Adams County,Track,94756168,53447
Indiana,Adams County,Track,4429091,300000
Indiana,Adams County,Track,5166330,60270
Indiana,Adams County,Track,3949505,42587
Indiana,Adams County,Track,117454395,74889
Indiana,Adams County,Track,19813974,45555
Indiana,Adams County,Track,166413700,51890
Indiana,Adams County,Track,102164629,300000
Indiana,Adams County,Track,278217233,300000
Indiana,Adams County,Track,4551129,28533
Indiana,Adams County,Track,294789076,67466
Indiana,Adams County,Track,5153327,26545
Indiana,Adams County,Track,114112548,73710
Indiana,Adams County,Track,240917700,56902
Indiana,Adams County,Track,164416657,52200
Indiana,Adams County,Track,185707676,300000
Indiana,Adams County,Track,4520833,39179
Indiana,Adams County,Track,253170604,77890
Indiana,Adams County,Track,144340009,300000
Indiana,Adams County,Track,1734515,300000
Indiana,Adams County,Track,8191162,34196
Indiana,Adams County,Track,187341982,46878
Indiana,Adams County,Track,2146846,48210
Indiana,Adams County,Track,1759047,300000
Indiana,Adams County,Track,2839533,39335
Indiana,Adams County,Track,5934127,67989
Indiana,Adams County,Track,4561340,300000
Indiana,Adams County,Track,8259329,41463
Indiana,Adams County,Track,169014042,73647
Indiana,Adams County,Track,14161411,26503
Indiana,Adams County,Track,16841196,17772
Indiana,Adams County,Track,19813974,32557
Indiana,Adams County,Track,362342617,47335
Indiana,Adams County,Track,303042044,300000
Indiana,Adams County,Track,290197207,53605
Indiana,Adams County,Track,4520833,34258
Indiana,Adams County,Track,145766252,45648
Indiana,Adams County,Track,178003161,48311
Indiana,Adams County,Track,13684915,37561
Indiana,Adams County,Track,195059856,49110
Indiana,Adams County,Track,2535888,38021
Indiana,Adams County,Track,18587442,300000
Indiana,Adams County,Track,19160064,36805
Indiana,Adams County,Track,13684915,34393
Indiana,Adams County,Track,263301239,300000
Indiana,Adams County,Track,67158598,44804
Indiana,Adams County,Track,191218697,43517
Indiana,Adams County,Track,132912761,38892
Indiana,Adams County,Track,10331744,300000
Indiana,Adams County,Track,109050809,46090
Indiana,Adams County,Track,105169849,68137
Indiana,Adams County,Track,5709843,19523
Indiana,Adams County,Track,3769650,300000
Indiana,Adams County,Track,1938952,15687
Indiana,Adams County,Track,3453874,23552
Indiana,Adams County,Track,2305095,22355
Indiana,Adams County,Track,12573017,28506
Indiana,Adams County,Track,90848890,72164
Indiana,Adams County,Track,47255216,50087
Indiana,Adams County,Track,76915786,76337
Indiana,Adams County,Track,5709843,25984
Indiana,Adams County,Track,2366530,15648
Indiana,Adams County,Track,250816836,66538
Indiana,Adams County,Track,226485708,54551
Indiana,Adams County,Track,237174834,56993
Indiana,Adams County,Track,19654471,300000
Indiana,Adams County,Track,27319126,56792
Indiana,Adams County,Track,65361217,300000
Indiana,Adams County,Track,106578333,62059
Indiana,Adams County,Track,131315531,66710
Indiana,Adams County,Track,141272326,300000
Indiana,Adams County,Track,3453874,26838
Indiana,Adams County,Track,6737379,40505
Indiana,Adams County,Track,5135637,31628
Indiana,Adams County,Track,10406110,300000
Indiana,Adams County,Track,16277529,300000
Indiana,Adams County,Track,18977494,31882
Indiana,Adams County,Track,7441091,34283
Indiana,Adams County,Track,1942943,51616
Indiana,Adams County,Track,4202645,47600
Indiana,Adams County,Track,214236880,57807
Indiana,Adams County,Track,5131579,37001
Indiana,Adams County,Track,3242369,44848
Indiana,Adams County,Track,40031269,41348
Indiana,Adams County,Track,3003298,28600
Indiana,Adams County,Track,4138276,52406
Indiana,Adams County,Track,63239418,300000
Indiana,Adams County,Track,3562204,24748
Indiana,Adams County,Track,29742413,300000
Indiana,Adams County,Track,2277264,33447
Indiana,Adams County,Track,226811528,54544
Indiana,Adams County,Track,330840925,54317
Indiana,Adams County,Track,179584276,57607
Indiana,Adams County,Track,9462128,300000
Indiana,Adams County,Track,18431696,49024
Indiana,Adams County,Track,199921180,52799
Indiana,Adams County,Track,235280308,39559
Indiana,Adams County,Track,275454302,46326
Indiana,Adams County,Track,8391979,43999
Indiana,Adams County,Track,10068283,26127
Indiana,Adams County,Track,8177264,26365
Indiana,Adams County,Track,194636801,55815
Indiana,Adams County,Track,72848413,48216
Indiana,Adams County,Track,98468356,56344
Indiana,Adams County,Track,228876820,44477
Indiana,Adams County,Track,5017715,49371
Indiana,Adams County,Track,281893118,55760
Indiana,Adams County,Track,4821262,42561
Indiana,Adams County,Track,234890848,57700
Indiana,Adams County,Track,42833704,82908
Indiana,Adams County,Track,13877699,71247
Indiana,Adams County,Track,25072066,69800
Indiana,Adams County,Track,3227250,42152
Indiana,Adams County,Track,7631245,300000
Indiana,Adams County,Track,10313757,300000
Indiana,Adams County,Track,4335614,300000
Indiana,Adams County,Track,141272326,59286
Indiana,Adams County,Track,5480255,126060
Indiana,Adams County,Track,3409641,94700
Indiana,Adams County,Track,17412874,300000
Indiana,Adams County,Track,80955330,41624
Indiana,Adams County,Track,6791495,300000
Indiana,Adams County,Track,237137039,84431
Indiana,Adams County,Track,46083222,55320
Indiana,Adams County,Track,168197570,43549
Indiana,Adams County,Track,438872432,300000
Indiana,Adams County,Track,23806354,108325
Indiana,Adams County,Track,10406110,32986
Indiana,Adams County,Track,80630700,75226
Indiana,Adams County,Track,49578921,300000
Indiana,Adams County,Track,25809807,65660
Indiana,Adams County,Track,35917984,300000
Indiana,Adams County,Track,4064892,300000
Indiana,Adams County,Track,158292719,59808
Indiana,Adams County,Track,237184041,38005
Indiana,Adams County,Track,3023728,48548
Indiana,Adams County,Track,2777076,20688
Indiana,Adams County,Track,202795813,56024
Indiana,Adams County,Track,4202645,33878
Indiana,Adams County,Track,2542880,27535
Indiana,Adams County,Track,5465284,38202
Indiana,Adams County,Track,2961649,31018
Indiana,Adams County,Track,10130045,43007
Indiana,Adams County,Track,209888610,300000
Indiana,Adams County,Track,165044172,300000
Indiana,Adams County,Track,203245102,54043
Indiana,Adams County,Track,3989128,31722
Indiana,Adams County,Track,12689360,39405
Indiana,Adams County,Track,249293390,35076
Indiana,Adams County,Track,1600052,51825
Indiana,Adams County,Track,11807000,39814
Indiana,Adams County,Track,6147258,32183
Indiana,Adams County,Track,369733675,63442
Indiana,Adams County,Track,328774104,47422
Indiana,Adams County,Track,304126024,300000
Indiana,Adams County,Track,320994910,66905
Indiana,Adams County,Track,269079299,50559
Indiana,Adams County,Track,135362669,54122
Indiana,Adams County,Track,310623690,56135
Indiana,Adams County,Track,27380308,50114
Indiana,Adams County,Track,61887626,69129
Indiana,Adams County,Track,320681277,48546
Indiana,Adams County,Track,149806213,300000
Indiana,Adams County,Track,136550808,300000
Indiana,Adams County,Track,5116874,36386
Indiana,Adams County,Track,3848696,70277
Indiana,Adams County,Track,27890928,300000
Indiana,Adams County,Track,25203878,105632
Indiana,Adams County,Track,3877446,51660
Indiana,Adams County,Track,137309305,77432
Indiana,Adams County,Track,188301774,68871
Indiana,Adams County,Track,122813054,52806
Indiana,Adams County,Track,265300302,26894
Indiana,Adams County,Track,1324810,20659
Indiana,Adams County,Track,2824293,33991
Indiana,Adams County,Track,379382482,51831
Indiana,Adams County,Track,168928467,60798
Indiana,Adams County,Track,61630585,62866
Indiana,Adams County,Track,28255457,49558
Indiana,Adams County,Track,5641456,53986
Indiana,Adams County,Track,35234035,91634
Indiana,Adams County,Track,156408175,53764
Indiana,Adams County,Track,228574774,52534
Indiana,Adams County,Track,59728194,50193
Indiana,Adams County,Track,124999584,54690
Indiana,Adams County,Track,10466603,43358
Indiana,Adams County,Track,6096020,25751
Indiana,Adams County,Track,784020,15203
Indiana,Adams County,Track,4762403,35554
Indiana,Adams County,Track,3050717,55188
Indiana,Adams County,Track,5607917,25250
Indiana,Adams County,Track,1293174,19267
Indiana,Adams County,Track,5167492,34371
Indiana,Adams County,Track,2930272,60134
Indiana,Adams County,Track,8391979,41071
Indiana,Adams County,Track,1185506,10906
Indiana,Adams County,Track,8936158,35247
Indiana,Adams County,Track,1413079,9661
Indiana,Adams County,Track,3950230,26189
Indiana,Adams County,Track,3196001,51400
Indiana,Adams County,Track,1273887,300000
Indiana,Adams County,Track,2026248,44902
Indiana,Adams County,Track,2770024,48594
Indiana,Adams County,Track,12358992,26589
Indiana,Adams County,Track,4987432,39249
Indiana,Adams County,Track,305729787,54986
Indiana,Adams County,Track,3932826,42223
Indiana,Adams County,Track,7270052,300000
Indiana,Adams County,Track,1910819,74126
Indiana,Adams County,Track,3619663,67758
Indiana,Adams County,Track,9332139,300000
Indiana,Adams County,Track,4360923,45621
Indiana,Adams County,Track,7073560,30272
Indiana,Adams County,Track,9287648,35494
Indiana,Adams County,Track,6531699,53522
Indiana,Adams County,Track,14112252,63388
Indiana,Adams County,Track,281893118,64503
Indiana,Adams County,Track,12223287,300000
Indiana,Adams County,Track,9504737,56947
Indiana,Adams County,Track,1831590,300000
Indiana,Adams County,Track,4843231,49680
Indiana,Adams County,Track,9902238,76952
Indiana,Adams County,Track,10684284,80134
Indiana,Adams County,Track,10705964,300000
Indiana,Adams County,Track,14010276,300000
Indiana,Adams County,Track,7506550,43863
Indiana,Adams County,Track,6631295,33653
Indiana,Adams County,Track,26678854,50146
Indiana,Adams County,Track,5823361,64253
Indiana,Adams County,Track,72470450,70108
Indiana,Adams County,Track,103106814,300000
Indiana,Adams County,Track,9550920,300000
Indiana,Adams County,Track,20002209,300000
Indiana,Adams County,Track,223217501,81165
Indiana,Adams County,Track,4632427,19081
Indiana,Adams County,Track,161703752,300000
Indiana,Adams County,Track,7725194,44243
Indiana,Adams County,Track,5446727,32884
Indiana,Adams County,Track,3227250,39961
Indiana,Adams County,Track,5434025,20754
Indiana,Adams County,Track,1017998,21784
Indiana,Adams County,Track,3046161,29678
Indiana,Adams County,Track,10630090,36984
Indiana,Adams County,Track,5138852,37620
Indiana,Adams County,Track,6093517,40870
Indiana,Adams County,Track,95186741,58080
Indiana,Adams County,Track,15272587,43911
Indiana,Adams County,Track,74895121,58234
Indiana,Adams County,Track,93368635,70683
Indiana,Adams County,Track,7565775,86921
Indiana,Adams County,Track,5030527,58029
Indiana,Adams County,Track,35229553,300000
Indiana,Adams County,Track,2247932,32428
Indiana,Adams County,Track,3901561,22270
Indiana,Adams County,Track,5193458,32166
Indiana,Adams County,Track,3588321,40851
Indiana,Adams County,Track,2654914,18494
Indiana,Adams County,Track,6695039,43552
Indiana,Adams County,Track,8041907,42037
Indiana,Adams County,Track,6310405,130418
Indiana,Adams County,Track,6184402,69846
Indiana,Adams County,Track,3854391,38076
Indiana,Adams County,Track,2978741,147106
Indiana,Adams County,Track,4560052,29386
Indiana,Adams County,Track,2385122,123102
Indiana,Adams County,Track,919313,44589
Indiana,Adams County,Track,3019816,30972
Indiana,Adams County,Track,6893954,53121
Indiana,Adams County,Track,6383900,136576
Indiana,Adams County,Track,5309781,134936
Indiana,Adams County,Track,9838824,300000
Indiana,Adams County,Track,4835000,52747
Indiana,Adams County,Track,2669778,31588
Indiana,Adams County,Track,1315936,28952
Indiana,Adams County,Track,2679352,47795
Indiana,Adams County,Track,1181918,14496
Indiana,Adams County,Track,3345502,43891
Indiana,Adams County,Track,3242933,30132
Indiana,Adams County,Track,3908665,41546
Indiana,Adams County,Track,1333501,43052
Indiana,Adams County,Track,1028231,38674
Indiana,Adams County,Track,6019435,33366
Indiana,Adams County,Track,438872432,50619
Indiana,Adams County,Track,4873488,30738
Indiana,Adams County,Track,3373282,30799
Indiana,Adams County,Track,677815,12938
Indiana,Adams County,Track,2419324,20502
Indiana,Adams County,Track,1101524,13263
Indiana,Adams County,Track,2386105,13647
Indiana,Adams County,Track,2360633,20531
Indiana,Adams County,Track,2271316,26624
Indiana,Adams County,Track,2086351,11137
Indiana,Adams County,Track,841142,34586
Indiana,Adams County,Track,26155157,87586
Indiana,Adams County,Track,832533,27080
Indiana,Adams County,Track,2521177,31604
Indiana,Adams County,Track,1448837,65478
Indiana,Adams County,Track,986663,19478
Indiana,Adams County,Track,1308546,18973
Indiana,Adams County,Track,2196477,41657
Indiana,Adams County,Track,3999196,38173
Indiana,Adams County,Track,2965595,28400
Indiana,Adams County,Track,4658361,31184
Indiana,Adams County,Track,2636834,24317
Indiana,Adams County,Track,4451525,38265
Indiana,Adams County,Track,127563012,62941
Indiana,Adams County,Track,4399246,31811
Indiana,Adams County,Track,2651086,300000
Indiana,Adams County,Track,5231627,300000
Indiana,Adams County,Track,6579767,46608
Indiana,Adams County,Track,13388792,57266
Indiana,Adams County,Track,3629257,39361
Indiana,Adams County,Track,2071269,300000
Indiana,Adams County,Track,5485347,43574
Indiana,Adams County,Track,5268668,56716
Indiana,Adams County,Track,3978490,52118
Indiana,Adams County,Track,5625003,44124
Indiana,Adams County,Track,1531564,32765
Indiana,Adams County,Track,6839128,43887
Indiana,Adams County,Track,14415463,79812
Indiana,Adams County,Track,14295046,30991
Indiana,Adams County,Track,6243020,9146
Indiana,Adams County,Track,107973568,300000
Indiana,Adams County,Track,105658968,300000
Indiana,Adams County,Track,14336341,39515
Indiana,Adams County,Track,483785733,54570
Indiana,Adams County,Track,360993211,56337
Indiana,Adams County,Track,5465284,42069
Indiana,Adams County,Track,5527315,31578
Indiana,Adams County,Track,6544470,28026
Indiana,Adams County,Track,189009013,62834
Indiana,Adams County,Track,2206744,0
Indiana,Adams County,Track,1868390,44039
Indiana,Adams County,Track,4796803,44584
Indiana,Adams County,Track,26115050,89136
Indiana,Adams County,Track,4905841,27636
Indiana,Adams County,Track,3564346,31306
Indiana,Adams County,Track,166684138,300000
Indiana,Adams County,Track,148016969,59830
Indiana,Adams County,Track,18513521,56138
Indiana,Adams County,Track,300188500,61661
Indiana,Adams County,Track,1578276,16493
Indiana,Adams County,Track,110283446,45762
Indiana,Adams County,Track,11140305,38549
Indiana,Adams County,Track,178286733,58261
Indiana,Adams County,Track,8066458,58350
Indiana,Adams County,Track,127572728,71126
Indiana,Adams County,Track,200045398,73843
Indiana,Adams County,Track,2963405,300000
Indiana,Adams County,Track,12689360,31912
Indiana,Adams County,Track,181177945,54561
Indiana,Adams County,Track,173589113,49721
Indiana,Adams County,Track,1966972,41748
Indiana,Adams County,Track,12241610,43540
Indiana,Adams County,Track,164690697,48956
Indiana,Adams County,Track,217350232,56102
Indiana,Adams County,Track,15804757,52192
Indiana,Adams County,Track,39265170,26138
Indiana,Adams County,Track,304579847,51094
Indiana,Adams County,Track,381551210,48088
Indiana,Adams County,Track,484868358,41239
Indiana,Adams County,Track,516535987,50128
Indiana,Adams County,Track,67008909,300000
Indiana,Adams County,Track,604492089,300000
Indiana,Adams County,Track,9141627,37487
Indiana,Adams County,Track,19057034,39136
Indiana,Adams County,Track,64112378,100587
Indiana,Adams County,Track,4683202,300000
Indiana,Adams County,Track,11258607,67519
Indiana,Adams County,Track,6461058,54371
Indiana,Adams County,Track,5220176,18526
Indiana,Adams County,Track,31754665,74216
Indiana,Adams County,Track,195816378,49319
Indiana,Adams County,Track,4677594,49283
Indiana,Adams County,Track,45746514,64710
Indiana,Adams County,Track,147232989,60309
Indiana,Adams County,Track,210690759,48176
Indiana,Adams County,Track,333274386,74274
Indiana,Adams County,Track,303084916,300000
Indiana,Adams County,Track,398017383,47203
Indiana,Adams County,Track,41076636,300000
Indiana,Adams County,Track,252038651,46629
Indiana,Adams County,Track,237474483,56568
Indiana,Adams County,Track,310623690,48626
Indiana,Adams County,Track,20709216,19177
Indiana,Adams County,Track,231729004,300000
Indiana,Adams County,Track,195725041,49816
Indiana,Adams County,Track,388500740,39707
Indiana,Adams County,Track,425566954,61808
Indiana,Adams County,Track,32099439,32779
Indiana,Adams County,Track,2782543,47798
Indiana,Adams County,Track,1154676,16533
Indiana,Adams County,Track,885335,300000
Indiana,Adams County,Track,3228749,54944
Indiana,Adams County,Track,4563388,40390
Indiana,Adams County,Track,1828530,20955
Indiana,Adams County,Track,949266,20520
Indiana,Adams County,Track,1099700,26404
Indiana,Adams County,Track,4774012,31646
Indiana,Adams County,Track,3862088,300000
Indiana,Adams County,Track,9956293,31157
Indiana,Adams County,Track,3406704,33611
Indiana,Adams County,Track,3037442,40453
Indiana,Adams County,Track,3074570,57668
Indiana,Adams County,Track,76750068,75971
Indiana,Adams County,Track,7052878,100798
Indiana,Adams County,Track,2027957,30221
Indiana,Adams County,Track,9305547,49278
Indiana,Adams County,Track,5275609,71679
Indiana,Adams County,Track,9814033,300000
Indiana,Adams County,Track,9448701,52318
Indiana,Adams County,Track,8880387,300000
Indiana,Adams County,Track,44353254,300000
Indiana,Adams County,Track,7281384,56229
Indiana,Adams County,Track,118818391,300000
Indiana,Adams County,Track,109971850,35290
Indiana,Adams County,Track,11102334,25875
Indiana,Adams County,Track,12781242,57304
Indiana,Adams County,Track,180175921,45120
Indiana,Adams County,Track,156601262,52354
Indiana,Adams County,Track,2149591,28579
Indiana,Adams County,Track,230318763,58343
Indiana,Adams County,Track,269581948,44461
Indiana,Adams County,Track,188472155,62413
Indiana,Adams County,Track,151022241,52730
Indiana,Adams County,Track,158114213,42494
Indiana,Adams County,Track,38900382,300000
Indiana,Adams County,Track,22664706,50119
Indiana,Adams County,Track,2824293,34780
Indiana,Adams County,Track,111593972,300000
Indiana,Adams County,Track,217606931,34361
Indiana,Adams County,Track,34985068,33531
Indiana,Adams County,Track,243107894,59603
Indiana,Adams County,Track,1701422,23094
Indiana,Adams County,Track,1003711,50440
Indiana,Adams County,Track,1637997,47374
Indiana,Adams County,Track,15247212,95833
Indiana,Adams County,Track,5617481,53391
Indiana,Adams County,Track,1145140,29022
Indiana,Adams County,Track,25211623,45701
Indiana,Adams County,Track,141672400,87238
Indiana,Adams County,Track,18587035,56085
Indiana,Adams County,Track,222526265,300000
Indiana,Adams County,Track,324864038,44591
Indiana,Adams County,Track,193174131,61076
Indiana,Adams County,Track,82728879,43239
Indiana,Adams County,Track,2600511,27469
Indiana,Adams County,Track,5588463,37315
Indiana,Adams County,Track,876363,56310
Indiana,Adams County,Track,2631741,300000
Indiana,Adams County,Track,143306950,46654
Indiana,Adams County,Track,749817,30511
Indiana,Adams County,Track,1565134,23022
Indiana,Adams County,Track,1993899,37203
Indiana,Adams County,Track,976097,48891
Indiana,Adams County,Track,5385810,48918
Indiana,Adams County,Track,6286785,30431
Indiana,Adams County,Track,2604976,300000
Indiana,Adams County,Track,3831569,40267
Indiana,Adams County,Track,22633932,300000
Indiana,Adams County,Track,15935154,24308
Indiana,Adams County,Track,88528818,48574
Indiana,Adams County,Track,103543291,46034
Indiana,Adams County,Track,73961338,72301
Indiana,Adams County,Track,194007066,47309
Indiana,Adams County,Track,71025819,50771
Indiana,Adams County,Track,1813282,26349
Indiana,Adams County,Track,1652420,28404
Indiana,Adams County,Track,2313072,300000
Indiana,Adams County,Track,1953315,38372
Indiana,Adams County,Track,1484419,29569
Indiana,Adams County,Track,43637063,54771
Indiana,Adams County,Track,991493,22649
Indiana,Adams County,Track,94134213,300000
Indiana,Adams County,Track,54653380,104036
Indiana,Adams County,Track,225037888,300000
Indiana,Adams County,Track,59420435,58599
Indiana,Adams County,Track,299826795,43336
Indiana,Adams County,Track,15713703,35322
Indiana,Adams County,Track,8747350,38308
Indiana,Adams County,Track,550920659,300000
Indiana,Adams County,Track,177193006,62403
Indiana,Adams County,Track,242661983,64319
Indiana,Adams County,Track,1293174,11859
Indiana,Adams County,Track,9587366,37938
Indiana,Adams County,Track,13598771,300000
Indiana,Adams County,Track,330636893,63983
Indiana,Adams County,Track,3859600,30926
Indiana,Adams County,Track,1962426,21476
Indiana,Adams County,Track,14714669,44642
Indiana,Adams County,Track,2371951,26402
Indiana,Adams County,Track,134262429,33576
Indiana,Adams County,Track,48707595,35831
Indiana,Adams County,Track,14657164,43821
Indiana,Adams County,Track,1383872,49276
Indiana,Adams County,Track,208522929,55500
Indiana,Adams County,Track,8897433,30538
Indiana,Adams County,Track,159670400,36794
Indiana,Adams County,Track,72922751,68090
Indiana,Adams County,Track,180035770,73395
Indiana,Adams County,Track,161921929,300000
Indiana,Adams County,Track,39199764,300000
Indiana,Adams County,Track,180587553,65805
Indiana,Adams County,Track,3196001,41042
Indiana,Adams County,Track,486311,22191
Indiana,Adams County,Track,5233911,58206
Indiana,Adams County,Track,723246,51465
Indiana,Adams County,Track,2076849,64824
Indiana,Adams County,Track,9287648,33168
Indiana,Adams County,Track,3695929,52953
Indiana,Adams County,Track,4843231,61619
Indiana,Adams County,Track,15669350,75390
Indiana,Adams County,Track,1809849,34811
Indiana,Adams County,Track,21437777,25293
Indiana,Adams County,Track,20002209,39193
Indiana,Adams County,Track,161703752,55376
Indiana,Adams County,Track,2906130,63349
Indiana,Adams County,Track,4667231,26812
Indiana,Adams County,Track,6663225,49473
Indiana,Adams County,Track,64140394,60355
Indiana,Adams County,Track,4383758,300000
Indiana,Adams County,Track,1889723,48095
Indiana,Adams County,Track,4827617,61272
Indiana,Adams County,Track,3438588,65959
Indiana,Adams County,Track,2234855,34938
Indiana,Adams County,Track,2385122,98029
Indiana,Adams County,Track,6893954,55344
Indiana,Adams County,Track,4408099,30209
Indiana,Adams County,Track,9838824,61646
Indiana,Adams County,Track,2679352,34720
Indiana,Adams County,Track,1953024,41368
Indiana,Adams County,Track,1970533,65211
Indiana,Adams County,Track,6482518,27137
Indiana,Adams County,Track,1668565,19666
Indiana,Adams County,Track,2360633,21655
Indiana,Adams County,Track,1365986,51535
Indiana,Adams County,Track,2444861,25107
Indiana,Adams County,Track,4082511,28154
Indiana,Adams County,Track,17457912,103119
Indiana,Adams County,Track,2985629,34984
Indiana,Adams County,Track,4399246,37772
Indiana,Adams County,Track,6579767,39761
Indiana,Adams County,Track,2065981,37945
Indiana,Adams County,Track,4975377,42593
Iowa,Dallas County,City,12128962,56037
Iowa,Franklin County,City,11054932,36195
Iowa,Iowa County,CDP,2917043,300000
Iowa,Carroll County,City,2549298,55578
Iowa,Osceola County,City,2569893,47553
Iowa,Pottawattamie County,City,6169979,50497
Iowa,Webster County,City,950811,300000
Iowa,Boone County,City,637706,300000
Iowa,Dubuque County,City,240330,55109
Iowa,Monona County,City,1961393,40534
Iowa,Dallas County,City,279710,40677
Iowa,Washington County,City,2022504,36708
Iowa,Cerro Gordo County,CDP,199660,300000
Iowa,Clinton County,City,22485003,57180
Iowa,Dubuque County,City,4985031,47782
Iowa,Appanoose County,City,12627894,31149
Iowa,Cherokee County,City,16941612,38866
Iowa,Clayton County,City,1280261,300000
Iowa,Dallas County,City,19604616,300000
Iowa,Story County,City,1267159,53150
Iowa,Guthrie County,City,4618598,0
Iowa,Louisa County,City,635742,300000
Iowa,Cass County,City,1555633,28759
Iowa,Scott County,City,162885999,46716
Iowa,Delaware County,City,2522207,53176
Iowa,Warren County,City,230329944,300000
Iowa,Scott County,City,918646,79060
Iowa,Butler County,City,4547619,46512
Iowa,Scott County,City,2872600,29293
Iowa,Madison County,City,2423969,300000
Iowa,Fayette County,City,1714026,44336
Iowa,Linn County,City,3731140,98874
Iowa,Buchanan County,City,1848118,51884
Iowa,Fayette County,City,3826595,27507
Iowa,Winneshiek County,City,847422,38036
Iowa,Muscatine County,City,4667215,79528
Iowa,Tama County,City,2605052,49921
Iowa,Tama County,City,1803240,58914
Iowa,Greene County,City,2504853,37423
Iowa,Delaware County,City,963817,42080
Iowa,Grundy County,City,6692883,48244
Iowa,Worth County,City,2517563,56756
Iowa,Poweshiek County,City,346751,300000
Iowa,Keokuk County,City,3972688,29299
Iowa,Ida County,City,4079886,47456
Iowa,Humboldt County,City,11965996,41648
Iowa,Johnson County,City,67167680,42441
Iowa,Greene County,City,15456653,41891
Iowa,Ringgold County,City,1710333,36559
Iowa,Keokuk County,City,1123364,42874
Iowa,Marion County,City,11984128,40868
Iowa,Jasper County,City,265202,68956
Iowa,Marshall County,City,650047,42058
Iowa,Mahaska County,City,246200,50173
Iowa,Jefferson County,City,1262618,51050
Iowa,Lyon County,City,2079212,53195
Iowa,Clinton County,City,1645453,41215
Iowa,Dubuque County,City,1223750,47130
Iowa,Mitchell County,City,2625603,32278
Iowa,Crawford County,City,2675615,34872
Iowa,Iowa County,City,5384451,43296
Iowa,Delaware County,City,859152,26466
Iowa,Marion County,City,2578457,33724
Iowa,Jackson County,City,3106273,48426
Iowa,Jasper County,City,1573814,35901
Iowa,Jasper County,City,4386928,52677
Iowa,Louisa County,City,2016233,47936
Iowa,Clarke County,City,2056896,39124
Iowa,Benton County,City,818388,64833
Iowa,Dubuque County,City,1207105,53522
Iowa,Johnson County,City,22926381,72548
Iowa,Osceola County,City,3011736,39213
Iowa,Sioux County,City,10933152,61005
Iowa,Woodbury County,City,685907,36536
Iowa,Pocahontas County,City,1095799,41914
Iowa,O'Brien County,City,2189745,51434
Iowa,Humboldt County,City,164585,300000
Iowa,Pocahontas County,City,5222760,41065
Iowa,Adams County,City,1035851,52178
Iowa,Hardin County,City,2581283,51197
Iowa,Jasper County,City,1434903,39689
Iowa,Mitchell County,City,2846857,36703
Iowa,Harrison County,CDP,985684,17702
Iowa,Palo Alto County,City,441302,300000
Iowa,Clay County,City,764163,42400
Iowa,Mitchell County,City,2797934,49372
Iowa,Henry County,City,1581926,33896
Iowa,Woodbury County,City,5486100,83003
Iowa,Boone County,City,2162509,300000
Iowa,Johnson County,City,4834961,107867
Iowa,Woodbury County,City,1611552,59465
Iowa,Jackson County,City,1727287,26128
Iowa,Marshall County,City,2552724,53940
Iowa,Clayton County,City,5471678,41903
Iowa,Cerro Gordo County,City,633910,300000
Iowa,Union County,City,239726,300000
Iowa,Mitchell County,CDP,2312831,14634
Iowa,Appanoose County,City,825068,26351
Iowa,Crawford County,City,1478914,41979
Iowa,Webster County,City,659352,53333
Iowa,Linn County,City,1960673,63755
Iowa,Benton County,CDP,1072248,300000
Iowa,Washington County,City,2749292,57328
Iowa,Washington County,City,655956,32708
Iowa,Shelby County,City,247308,43722
Iowa,Carroll County,City,643172,300000
Iowa,Cass County,City,821803,37432
Iowa,Calhoun County,City,325752,15361
Iowa,Adair County,Track,11088029,56242
Iowa,Adair County,Track,353761007,53517
Iowa,Adair County,Track,216778556,59820
Iowa,Adair County,Track,113608210,57312
Iowa,Adair County,Track,96690319,52060
Iowa,Adair County,Track,189821059,46013
Iowa,Adair County,Track,708687300,64556
Iowa,Adair County,Track,45749997,41034
Iowa,Adair County,Track,397800179,56680
Iowa,Adair County,Track,197026816,300000
Iowa,Adair County,Track,372361579,38072
Iowa,Adair County,Track,11066759,300000
Iowa,Adair County,Track,185651737,51059
Iowa,Adair County,Track,342402924,43421
Iowa,Adair County,Track,345754450,73044
Iowa,Adair County,Track,64433825,45040
Iowa,Adair County,Track,482592609,66658
Iowa,Adair County,Track,6693283,49396
Iowa,Adair County,Track,58394069,37326
Iowa,Adair County,Track,419486020,64264
Iowa,Adair County,Track,260102360,63197
Iowa,Adair County,Track,3694921,48849
Iowa,Adair County,Track,503399490,50882
Iowa,Adair County,Track,191542498,300000
Iowa,Adair County,Track,19809847,20224
Iowa,Adair County,Track,721799323,65319
Iowa,Adair County,Track,45330359,300000
Iowa,Adair County,Track,33533853,71098
Iowa,Adair County,Track,353590719,34304
Iowa,Adair County,Track,407647023,54290
Iowa,Adair County,Track,10377887,37683
Iowa,Adair County,Track,10018352,44938
Iowa,Adair County,Track,120652250,42326
Iowa,Adair County,Track,140682374,300000
Iowa,Adair County,Track,622720233,78622
Iowa,Adair County,Track,504561926,41171
Iowa,Adair County,Track,233700977,57485
Iowa,Adair County,Track,9542963,56183
Iowa,Adair County,Track,19809847,39657
Iowa,Adair County,Track,56694821,53441
Iowa,Adair County,Track,5215786,300000
